
# BEGIN FAE
#####

## non-fae heads
#[924026232,198264679,-1687572293,1513739562] eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvYzg3YTk2YThjMjNiODNiMzJhNzNkZjA1MWY2Yjg0YzJlZjI0ZDI1YmE0MTkwZGJlNzRmMTExMzg2MjliNWFlZiJ9fX0= entity.spider.ambient Spider
#[-1347566685,-1680848226,-1812695161,-1666522082] eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvMWFhODhiYzNjNTMxMGM4NDBmNDgxN2ZlZWQ2NmU4YTg0ZWMyNjM2YmNhY2I1NzdjZDAwZjA3OTc4NTc5OGFmNCJ9fX0= block.beehive.work Bee
#[610437715,1064192033,-2009386261,-1492153709] eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvNjFhZmZkMzFlZmMzN2JhODRmNTAxODczOTRkODY4ODM0NGNjZDA2Y2RjOTI2ZGRmY2YyZGYxMTY5ODZkY2E5In19fQ== entity.slime.jump Slime

# leaf elves
[-1278516112,-909884944,-1600238567,172253064] eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvMmNhMGFkOGY0MTFhYTMxYTY3YmI2ODU1NjliNTZjMzY3NmQ5YjRjMmEzYThjYWQzYWNhM2FhNWViYzU1YmJiZiJ9fX0= block.wood.place Birch Elf
[-460743423,181551130,-1154912602,1191655019] eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvM2I4NDZjYTcxYmIzMzIxYzA5MDZiYjFiNTczYWFiYTIyNGE1MjhlYTgyNjM5MmRiM2I1N2YzNGQzMDcxZDMifX19 block.wood.place Spruce Elf
[1453185467,1427391188,-1105503161,143235487] eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvZjQ4MzcxZjUzMTNjZGRjMDY5NzZlODlkYjI4YWM2YmMxMTFkYmY5ODllZmZlZjMyYTc4NGQ1ZTM4MzI4Mjk1ZSJ9fX0= block.wood.place Dark Elf
[1157346551,319573307,-1494545164,-525262450] eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvMjIzNWU5YjgzMmFlYjE4OGIzNTk1M2ZjMzhjMmM4ZjU1Y2U3YTQ0YTEyZGY4YmM5MzIxNzBmY2Q2NzU3YmYzIn19fQ== block.wood.place Jungle Elf
[1479750576,-1724428814,-1735995587,-14552885] eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvZDNiODVjNmVlNTMyMmZhOGE1MTNiODY2ZDExMzQ0YmQyMWZhNWZmYTFhY2NiMmIwNjU0OGY2NTQ4MGQxNTlmOSJ9fX0= block.wood.place Acacia Elf
[-1573168717,2026260262,-1733639995,617920750] eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvZDI2ZWVmZDg3MjYzY2M0ODVjMTdjYjVmODE4ZWUzYmFkOTNjYTc2OTEzODVjYjVlNWQ2OThhZmY3MzNhMyJ9fX0= block.wood.place Spruce Elf
[527921774,-2038740378,-2146099497,24460768] eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvNmQyZTMxMDg3OWE2NDUwYWY1NjI1YmNkNDUwOTNkZDdlNWQ4ZjgyN2NjYmZlYWM2OWM4MTUzNzc2ODQwNmIifX19 block.wood.place Oak Elf
[1376481580,1944407918,-1957933184,-750621374] eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvZjc3ZGM2ZThiNDVhZGNmOTI4ZjJjNjEzOWRmYTJhMzYxYWExMDdiODljOWFkMzVjMzQ3YjY3N2EwN2M3OWY1In19fQ== block.wood.place Dark Elf
[1321935382,-285260952,-1410435698,-1651367087] eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvNzljYTM1NDA2MjFjMWM3OWMzMmJmNDI0Mzg3MDhmZjFmNWY3ZDBhZjliMTRhMDc0NzMxMTA3ZWRmZWI2OTFjIn19fQ== block.wood.place Jungle Elf
[354545958,-1146139371,-1644253515,82404730] eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvYTk5MWYzYjczZWJiOWRlYzkxZWRkYzgzNjFjYTJmZWNmNTI4MGQyYzczM2VkYTllY2I2OTVmODNkMTU4MCJ9fX0= block.wood.place Birch Elf
[1520511103,1087262668,-1918752249,-2109878779] eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvZTY2NjlmZTJkYmY3ODc5MmEzZTE5MTYyMmE4ZWQxZjllYjgwM2Y4ODI2YzliOTQ5ZDBkYzE1YTUxYzU5MzkxIn19fQ== block.wood.place Acacia Elf
[-879942145,260589749,-2017159748,2116263445] eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvNmYzNDQxYjE2MzNiMThkODY5OGJiMjg3YWVlMzYzMTQyNTk3MTAzYTJlN2EyNTFlYjczYmExMGJjNGNkNmI0MiJ9fX0= block.wood.place Mangrove Elf
[717356882,164841101,-1585445682,-442718134] eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvODg1YjhkMjRiMThlNGNhYTQ4YWFiNGEzZWNkNzcxMDdjNzIzYWUwZDMyNjk4MTQzMjM4YjFmNmU3NDEzMmE2OCJ9fX0= block.wood.place Mangrove Elf

# stem elves
[-552496642,984895160,-1375606218,-1704834435] eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7ImlkIjoiZmVkOTE0Yjg5MWY0NDliZjhjY2Y2NmVhYzBhNTdhZDIiLCJ0eXBlIjoiU0tJTiIsInVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvZDVkNDBjYTFkZTJjOTgzMzkyZWZlZjg2MGE1YmUwNjA3ZDhiODk4MGU0NDQwZGUxMDM0OTNlZGQ5ZmEwNzQ5IiwicHJvZmlsZUlkIjoiNDYwYjc0OWM4ZmQ0NDBhNjg4YWUxYTM5MWEwODQyYWEiLCJ0ZXh0dXJlSWQiOiJkNWQ0MGNhMWRlMmM5ODMzOTJlZmVmODYwYTViZTA2MDdkOGI4OTgwZTQ0NDBkZTEwMzQ5M2VkZDlmYTA3NDkifX0sInNraW4iOnsiaWQiOiJmZWQ5MTRiODkxZjQ0OWJmOGNjZjY2ZWFjMGE1N2FkMiIsInR5cGUiOiJTS0lOIiwidXJsIjoiaHR0cDovL3RleHR1cmVzLm1pbmVjcmFmdC5uZXQvdGV4dHVyZS9kNWQ0MGNhMWRlMmM5ODMzOTJlZmVmODYwYTViZTA2MDdkOGI4OTgwZTQ0NDBkZTEwMzQ5M2VkZDlmYTA3NDkiLCJwcm9maWxlSWQiOiI0NjBiNzQ5YzhmZDQ0MGE2ODhhZTFhMzkxYTA4NDJhYSIsInRleHR1cmVJZCI6ImQ1ZDQwY2ExZGUyYzk4MzM5MmVmZWY4NjBhNWJlMDYwN2Q4Yjg5ODBlNDQ0MGRlMTAzNDkzZWRkOWZhMDc0OSJ9LCJjYXBlIjpudWxsfQ== block.stem.place Crimson Elf
[1605825925,-1063104524,-1507720282,676342972] eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvYzkzODE3OWVlMWM2YjlkZWRlMWJiNWJiMmJkNTg5MDcwOGY2N2M4NWM3NDZiMTk4Njg2NzIyOWY3MjNiYmI1MCJ9fX0= block.stem.place Warped Elf
[1793782074,1857439110,-1905542052,-743519303] eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvODQzYjRjODdmOTc4MThkNzFmMTNhZmE2ZGI5NDZmYjBhMjM1Y2Q3NzFhZTg2OTkyNGM5OGIzZDE3ZDc2NDk5YiJ9fX0= block.stem.place Crimson Elf
[918256636,690376638,-1595561728,728587839] eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvNGFhNGJiNGE3ODJhNjM2NzJhMzM5YTc0Y2QxNzMxMTlkYjA5YTA0NTY4NTA0MDVhMzRjN2MwZjRiZmRiOWQxNSJ9fX0= block.stem.place Warped Elf

# cactus elves
[2110546388,-2122234855,-1910868961,-298533049] eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvZDc2ZDQ0OGUxMjY5ZWM4NDFlNDg3NjRiOGZjMDZiNzk2Mjc5ZmRkZjhlYjdkM2M3NmIwMTlkNGE2ZjFiYWM2OSJ9fX0= block.wool.place Cactus Elf
[1271367997,1531201184,-2033435768,-1783410513] eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvOGMxZmE2NTYzMzdhOWVhYWIyM2VhODAyYmIwZDZkNTVjZWFjMDY0MDA0ZjRhMzdmMWZlMTNkM2M4N2M1YTQ2NyJ9fX0= block.wool.place Cactus Elf

# dirt gnomes
#
# gravel
[-1386883247,1786136374,-2014003184,-1369754356] eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvNmNiYzlkZWQ5Y2U5MTYxYjI0OTJiYjBmMzY1YWUzMDE3MThkMGVjODI3YWQ5YTg0Mjk3YWY2YzQxMDI2OTI3YyJ9fX0= block.gravel.place Mountain Gnome
# sand
[1381378554,1711423830,-2009393088,1937950700] eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvNTMzOThhYjNjYjY5NmIzNDQzMGJlOTQ0YjE0YWZiZDIyN2ZkODdlOTkwMjZiY2ZjOGI3Mzg3YTg2MWJkZSJ9fX0= block.sand.place Desert Gnome
# red sand
[1115752381,-1932768137,-1799524842,-1635272322] eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvYTNjYjU0NjRhYjliODUxYjlkNGFjOGI4Y2RiYjg2NWU3NGM1ODliMzQ4NWFiZWNlNTg5ZDQyOWQ4OTlhZWQifX19 block.sand.place Mesa Gnome
# grass
[2036210392,-563261732,-1581953430,-1392278525] eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvODQ0OWI5MzE4ZTMzMTU4ZTY0YTQ2YWIwZGUxMjFjM2Q0MDAwMGUzMzMyYzE1NzQ5MzJiM2M4NDlkOGZhMGRjMiJ9fX0= block.grass.place Plains Gnome
# snowy grass
[2051120161,-1871428681,-1539055754,-44653882] eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvNDNjNTJlYWU3NDdjYWQ1YjRmZDE5YjFhMjNiMzlhMzM2YjYyZWQ0MjI3OTdhNjIyZDA0NWY0M2U1ZDM4In19fQ== block.snow.place Tundra Gnome
# snow
[-1630341003,-1083290497,-1794142161,1611473077] eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvNDgyZWQ1M2Q5N2U2MjhjYjMwYzlhNDIyZDU3ODU4NTdiNWZjZmJlNjg5NjFlMDdmY2I1MGY0ZTZjMTA1MjAxYiJ9fX0= block.snow.place Tundra Gnome
# podzol
[1417444514,-236501440,-2137036692,-656872349] eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvNWU2MTg3M2Q0N2ZhYTVlNjc5MzllOTY0NjQwYjQyNWZhYTc2OTBkNmI1ZGVhODUyOGIyNWNhNzExMGVkYTEifX19 block.gravel.place Forest Gnome
# mycelium
[-479994928,39471973,-2125904493,-1287315239] eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvZWE0NWQxYjQxN2NiZGRjMjE3NjdiMDYwNDRlODk5YjI2NmJmNzhhNjZlMjE4NzZiZTNjMDUxNWFiNTVkNzEifX19 block.grass.place Island Gnome
# coarse dirt
[-905830593,1342326450,-1087072169,2030633423] eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvMWFiNDNiOGMzZDM0ZjEyNWU1YTNmOGI5MmNkNDNkZmQxNGM2MjQwMmMzMzI5ODQ2MWQ0ZDRkN2NlMmQzYWVhIn19fQ== block.gravel.place Savanna Gnome
# moss
[-364280010,2080001923,-1418624310,-860531239] eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvYWE0Yjc4YThiYWYzOGFhOTdjMWI1ODcwNjgzMGVkOGRkYTRmNzc5MWQ4NmZiNTNhOGY2MWRhNTRhMjQzMWExIn19fQ== block.moss.place Cave Gnome
# clay
[-781671474,194596528,-1278393834,413024264] eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvNjc4MjY4MjllYWI1YWQ2MmYwYzExZDlmYWFmZGM5OTU0MzY0ODcxMTYwZGQ4MzllMWFiNWEzYjIxM2EzMyJ9fX0= block.gravel.place Cave Gnome

# stone goblins
#
# calcite
[1592369478,-73577914,-1653763014,132391569] eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvYTRhZDBkZGQ1M2ZlMmQzMDk1YmUyMDg1NWFhYTU1M2U5ZWViMGY5ODAxMzRjZjVlMDEyOGRjZjI5MDM3ZmY1NiJ9fX0= block.calcite.place Geode Goblin
# tuff
[1736968338,617500086,-1500933999,-16870491] eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvZmY5YmY1MzgzZmNlNTQzZTRhYTg4MzVhZjhlY2FlZDY3MDI5ZmQwYWFiYjAzYWMwZmY1YTJlZGVjZWUyY2U0ZCJ9fX0= block.tuff.place Tuff Goblin
# cobble
[-2082421404,-122666935,-1441077244,1947582133] eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvMTk1NTM0ZTAyYzU5YjMzZWNlNTYxOTI4MDMzMTk3OTc3N2UwMjVmYTVmYTgxYWU3NWU5OWZkOGVmZGViYjgifX19 block.stone.place Cobble Goblin
# cobbled deepslate
[2105892157,241125793,-1472204510,-1284166993] eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvOThlNjg0ODA3N2I1YmVmNzliZGFlMjBlMWJhNzdjMzVjZDVjN2QyOWRiNTkxZTg0N2JmMzBiODBhYzMwNGE0NyJ9fX0= block.deepslate.place Deep Goblin
# mossy cobble
[841520998,-1574943514,-1871310205,-1497025240] eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvNGQ5MjM4ZWZjOTM0OTNiMTRhNTgyNjM5ZWIwYWE4ODM0ZWFhNDhlMTBiZDRjMjM0ZWIxYTRjMzYzYjQzZDViIn19fQ== block.stone.place Moss Goblin
# stone
[848914562,1866745403,-2135625367,1632741931] eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvNDEyNjk1ODRmNjI5MjI3NzEzMTA3YjRlMGEwMmRkNjVkZGZlNzgwZTdjNzExOGNiMWVjMjI3NWM1MTRjYzk1ZCJ9fX0= block.stone.place Stone Goblin
# andesite
[-1578330764,1321946335,-1560972079,325468090] eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvYjUxMzU0M2E3NzExOGY4MjAxZjQ5YjdjOGI2MzJkY2ZkMzgwMzdlYmZjNjAxYTFiYzkxYWVkYzRjYWJhIn19fQ== block.stone.place Gray Goblin
# granite
[-496161940,-957529972,-1147619051,-1844633414] eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvYTAyODViZWEzYzhhMDJkYjEzOWZhOGVjNWNjNTg4NjE1YTk4NTUwNzI1ZjhlNjc2YzkzZmRiYzMzYjZiIn19fQ== block.stone.place Granite Goblin
# diorite
[-1248682033,-917159854,-1791654945,1580895416] eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvMTNmYTUyNjVhMzM2YWJkZTMwMWE5ZDU5YWY0NzgzZTgyYTEwZGFkMDgxNzcxNmVhZDI5NjJhYjdjNmQzZGZmIn19fQ== block.stone.place White Goblin
# red sandstone
[-1508297484,-468238042,-1596031713,-489739702] eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvYWUxMmIzNDQ5YTczNjRkNGEwNDczMDZmZWI5YTU3YWI3Nzg3YTc3NjBhYjE2NjA3ZjkwMzk2YmQxMDdmZjU2ZiJ9fX0= block.stone.place Red Goblin
# sandstone
[-1395060971,1751270171,-1635329195,411018119] eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvNDhmODBlOWIyZDY1OTNhMzJkN2M0NGM4YmM4NjBmZWJhMzRiMzRmOGQ1NGQwY2RiNzIxMWUyM2U4ZGRjMzNhNCJ9fX0= block.stone.place Sand Goblin

# ore dwarfs
[-640806278,-3390182,-1730348283,-303318522] eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvNzYxYzU3OTc0ZjEwMmQzZGViM2M1M2Q0MmZkZTkwOWU5YjM5Y2NiYzdmNzc2ZTI3NzU3NWEwMmQ1MWExOTk5ZSJ9fX0= block.stone.place Coal Dwarf
